type	chrom	p_id	p_start	p_end	r_id	r_start	r_end	overlap_len	coverage_pred	coverage_ref
FP	NC_089035.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	9030714	9030794	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	9102994	9103046	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	9103149	9103201	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:9169789-9169952(9169790:9169952|tsd_l:11|tsd_s:9169796|tsd_e:9169974)-0.7230	9169814	9169945	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:12855292-12855542(12855293:12855542|tsd_l:tsd)-0.6306	10869435	10869691	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:12855292-12855542(12855293:12855542|tsd_l:tsd)-0.6306	12855185	12855446	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	13897241	13897318	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:14180698-14181007(14180699:14181007|tsd_l:tsd)-0.5089	14180988	14181035	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14387555	14387607	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14387710	14387763	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14515463	14515515	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089037.1:24409041-24409161(24409042:24409161|tsd_l:tsd)-0.6378	14693043	14693134	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	15455917	15455969	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	15531393	15531445	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:15915758-15916023(15915759:15916023|tsd_l:12|tsd_s:15915762|tsd_e:15916033)-0.5536	15915840	15915929	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:12855292-12855542(12855293:12855542|tsd_l:tsd)-0.6306	16147805	16148061	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	16661132	16661184	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18579421	18579472	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089036.1:6732253-6732551(6732254:6732551|tsd_l:tsd)-0.5317	19903491	19903604	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20268027	20268079	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089036.1:7268732-7268911(7268733:7268911|tsd_l:tsd)-0.5391	20622199	20622270	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089036.1:29636601-29636687(29636602:29636687|tsd_l:tsd)-0.7622	20971713	20971766	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21009111	21009161	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	22507612	22507689	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24194249	24194302	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24194403	24194455	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:24908135-24908355(24908136:24908355|tsd_l:tsd)-0.5485	24908128	24908390	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:25270743-25270992(25270744:25270992|tsd_l:tsd)-0.6033	25270744	25270839	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26183877	26183929	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	26300850	26300927	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26762308	26762362	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28084337	28084391	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28255008	28255060	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28520712	28520765	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	29135321	29135373	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	29135476	29135528	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	29141852	29141904	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:29397836-29398079(29397837:29398079|tsd_l:tsd)-0.6595	29397753	29397794	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	29917214	29917268	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	30159852	30159904	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	30160007	30160059	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089039.1:855849-856111(855850:856111|tsd_l:11|tsd_s:855850|tsd_e:856115)-0.7031	30930653	30930806	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:31871180-31871307(31871181:31871307|tsd_l:tsd)-0.5689	31871181	31871264	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	31939791	31939843	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	32083237	32083287	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	32678532	32678584	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	32678687	32678739	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33786698	33786750	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33872767	33872819	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	34199757	34199809	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	34199912	34199964	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	34573942	34573994	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	34712522	34712574	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	34912820	34912872	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	34912975	34913027	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	35136198	35136250	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	35368157	35368209	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	35949900	35949952	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	37399393	37399445	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	37399549	37399601	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	38068217	38068269	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	38068372	38068422	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	39061156	39061208	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	40310561	40310613	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:41096263-41096520(41096264:41096520|tsd_l:18|tsd_s:41096263|tsd_e:41096522)-0.7099	41096252	41096323	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	41136270	41136321	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:41372255-41372569(41372256:41372569|tsd_l:16|tsd_s:41372257|tsd_e:41372573)-0.7755	41372370	41372519	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:41718187-41718359(41718188:41718359|tsd_l:tsd)-0.5426	41718392	41718433	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	42056173	42056225	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	42111665	42111717	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	42175574	42175623	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	42175729	42175781	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	42722782	42722858	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	43890318	43890370	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	43890473	43890525	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:64914-65234(64915:65234|tsd_l:tsd)-0.8873	64915	65232	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	700293	700345	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	700448	700500	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	731472	731526	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:1588883-1589127(1588884:1589127|tsd_l:tsd)-0.5631	1588917	1588982	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	1684025	1684077	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	2004996	2005048	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	2005151	2005203	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:2096452-2096724(2096453:2096724|tsd_l:tsd)-0.6090	2096716	2096763	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	3489806	3489860	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:3605822-3606005(3605823:3606005|tsd_l:tsd)-0.7361	3605774	3605867	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	3645168	3645220	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	3645323	3645375	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5409868	5409920	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5410023	5410073	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:5888385-5888552(5888386:5888552|tsd_l:16|tsd_s:5888404|tsd_e:5888540)-0.6540	5888431	5888520	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	6309856	6309908	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:7653742-7653935(7653743:7653935|tsd_l:tsd)-0.7876	7653653	7653703	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	8233571	8233623	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:8704496-8704682(8704497:8704682|tsd_l:11|tsd_s:8704500|tsd_e:8704683)-0.5813	8704583	8704648	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:9345282-9345461(9345283:9345461|tsd_l:14|tsd_s:9345283|tsd_e:9345451)-0.8391	9345204	9345279	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	9491446	9491498	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	9491601	9491653	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:10214800-10214960(10214801:10214960|tsd_l:tsd)-0.5920	10214776	10214853	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	10937974	10938026	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	11081005	11081057	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	11081160	11081212	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	12925284	12925336	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14073485	14073537	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:14075151-14075429(14075152:14075429|tsd_l:tsd)-0.5762	14075273	14075344	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14438681	14438733	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	16114444	16114496	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	16114599	16114645	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:16479848-16480191(16479849:16480191|tsd_l:tsd)-0.7072	16479798	16479893	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:16776657-16776835(16776658:16776835|tsd_l:tsd)-0.6646	16776602	16776703	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:18160328-18160466(18160329:18160466|tsd_l:13|tsd_s:18160331|tsd_e:18160471)-0.5230	18160305	18160385	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18594696	18594748	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18976963	18977015	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	19669673	19669723	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	19929871	19929923	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	20367722	20367800	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20685712	20685763	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:21058097-21058253(21058098:21058253|tsd_l:tsd)-0.5922	21058098	21058193	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21151264	21151316	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	21583142	21583224	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:21603611-21603813(21603612:21603813|tsd_l:tsd)-0.6460	21603612	21603713	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21645626	21645677	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21655451	21655503	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22317843	22317894	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22634067	22634119	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:23204766-23205042(23204767:23205042|tsd_l:tsd)-0.7960	23204761	23204796	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24190336	24190388	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:24190749-24190976(24190750:24190976|tsd_l:tsd)-0.7536	24190749	24190808	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:26012817-26013234(26012818:26013234|tsd_l:tsd)-0.5232	26013058	26013135	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089042.1:26012854-26013092(26012855:26013092|tsd_l:tsd)-0.6601	26013076	26013153	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26057821	26057875	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26180243	26180294	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26180395	26180447	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26196632	26196684	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26196785	26196839	-	-	-	0	0.0	0.0
FP	NC_089042.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	27577650	27577700	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	323013	323091	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:456638-456863(456639:456863|tsd_l:tsd)-0.6236	456844	456879	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	1274279	1274329	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:1873703-1873986(1873704:1873986|tsd_l:tsd)-0.5410	1873645	1873733	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	2917326	2917378	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	3399053	3399105	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	3399208	3399259	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:31540647-31540928(31540648:31540928|tsd_l:tsd)-0.8156	4399247	4399355	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	4399302	4399380	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:4665183-4665436(4665184:4665436|tsd_l:tsd)-0.5522	4665326	4665397	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:4852093-4852374(4852094:4852374|tsd_l:tsd)-0.7314	4852080	4852168	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5005357	5005408	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089035.1:29397836-29398079(29397837:29398079|tsd_l:tsd)-0.6595	5676186	5676227	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:7026454-7026749(7026455:7026749|tsd_l:tsd)-0.5572	7026555	7026608	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089036.1:6732253-6732551(6732254:6732551|tsd_l:tsd)-0.5317	11413664	11413773	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:12280843-12281115(12280844:12281115|tsd_l:tsd)-0.7769	12280796	12280843	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:12280842-12281116(12280843:12281116|tsd_l:tsd)-0.6747	12280854	12280942	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:12346239-12346457(12346240:12346457|tsd_l:tsd)-0.6830	12346182	12346342	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	12410639	12410713	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:31540647-31540928(31540648:31540928|tsd_l:tsd)-0.8156	12410660	12410766	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:12524366-12524542(12524367:12524542|tsd_l:tsd)-0.6112	12524560	12524613	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14772416	14772468	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	15244122	15244174	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	15528579	15528631	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18298436	18298487	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:18467941-18468230(18467942:18468230|tsd_l:tsd)-0.8270	18467909	18468009	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18673951	18674001	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18807480	18807531	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18828375	18828427	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18828532	18828584	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18952116	18952168	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19225021-19225259(19225022:19225259|tsd_l:16|tsd_s:19225022|tsd_e:19225257)-0.7640	19225022	19225266	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	19240249	19240303	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	19303207	19303259	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19345686-19345950(19345687:19345950|tsd_l:tsd)-0.8997	19345657	19345757	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19778363-19778490(19778364:19778490|tsd_l:tsd)-0.6357	19778399	19778453	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:20196718-20196911(20196719:20196911|tsd_l:tsd)-0.6287	20196640	20196699	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21890374	21890426	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21933167	21933219	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:22514063-22514190(22514064:22514190|tsd_l:12|tsd_s:22514065|tsd_e:22514194)-0.7555	22514112	22514201	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23078034	23078086	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23734295	23734346	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23823384	23823437	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24392479	24392531	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24977109	24977161	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24977264	24977316	-	-	-	0	0.0	0.0
FP	NC_089038.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	25520024	25520101	-	-	-	0	0.0	0.0
